person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_age_by_income
27,70000,0,5.0,2,1,15000,12.53,0.21,0,5,0.0003857142857142857
23,95000,2,2.0,5,0,12000,8.94,0.13,0,2,0.00024210526315789473
27,74000,0,1.0,3,0,5000,6.76,0.07,0,7,0.00036486486486486485
23,40000,2,5.0,1,1,3000,9.99,0.07,0,3,0.000575
35,70000,0,5.0,0,2,7000,14.65,0.1,0,6,0.0005
23,84996,0,2.0,3,2,15250,14.35,0.2,1,2,0.00027060096945738624
25,45000,0,3.0,3,1,10000,10.37,0.22,0,2,0.0005555555555555556
30,60000,3,1.0,0,0,4000,6.03,0.07,0,7,0.0005
28,75000,0,2.0,5,0,4500,6.76,0.06,0,5,0.0003733333333333333
32,55000,0,7.0,0,0,4000,5.42,0.07,0,9,0.0005818181818181818
27,90000,3,5.0,3,1,10000,10.99,0.11,0,7,0.0003
24,65488,3,1.0,1,1,3000,11.86,0.05,0,4,0.0003664793549963352
30,160000,0,11.0,1,0,15000,6.91,0.09,0,9,0.0001875
43,80000,2,15.0,5,0,3000,7.14,0.04,0,13,0.0005375
31,50000,0,5.0,4,1,10000,11.26,0.2,0,6,0.00062
25,75996,0,9.0,2,0,10000,7.74,0.13,0,2,0.0003289646823517027
29,58000,3,1.0,5,1,4000,11.12,0.07,0,6,0.0005
21,30000,3,0.0,3,2,3500,13.49,0.12,1,2,0.0007
28,33000,3,0.0,0,1,8400,11.99,0.26,0,7,0.0008484848484848485
22,70000,0,6.0,1,1,4000,10.99,0.06,0,4,0.00031428571428571427
22,56400,2,6.0,4,3,4000,16.29,0.07,1,2,0.0003900709219858156
29,140000,3,1.0,4,1,7000,11.11,0.05,0,6,0.00020714285714285716
23,87200,0,4.0,0,0,10000,6.17,0.11,0,4,0.00026376146788990824
22,36000,3,1.0,0,1,2500,10.36,0.07,0,2,0.0006111111111111111
33,92000,0,17.0,4,0,3500,7.88,0.04,0,7,0.00035869565217391304
23,45000,3,0.0,4,0,8000,8.94,0.18,0,3,0.0005111111111111112
23,51996,0,5.0,0,0,3500,8.59,0.07,0,2,0.00044234171859373797
24,60000,0,6.0,4,1,12000,10.99,0.2,0,3,0.0004
24,75000,3,2.0,1,0,6000,6.03,0.08,0,3,0.00032
23,43000,3,6.0,3,0,8000,7.49,0.19,0,2,0.0005348837209302326
24,70000,0,8.0,3,0,10000,6.03,0.14,0,3,0.00034285714285714285
23,62496,3,4.0,4,0,5000,6.92,0.08,0,3,0.0003680235535074245
23,106300,0,2.0,4,4,10000,16.63,0.1,1,3,0.00021636876763875824
23,42000,0,5.0,4,0,6500,7.49,0.15,0,3,0.0005476190476190477
28,49600,3,0.0,4,4,2500,15.68,0.05,0,5,0.0005645161290322581
38,67500,3,2.0,4,3,13200,13.24,0.19,0,16,0.0005629629629629629
22,45000,3,1.0,1,2,5000,12.73,0.11,1,4,0.0004888888888888889
25,30996,3,2.0,4,0,6000,6.62,0.2,0,3,0.0008065556846044651
30,62256,0,1.0,2,1,9000,10.59,0.14,1,10,0.00048188126445643795
23,68000,0,7.0,4,0,10000,5.79,0.15,0,2,0.00033823529411764706
23,36000,3,1.0,1,0,4000,5.42,0.11,0,3,0.0006388888888888889
29,39000,3,1.0,3,1,7000,11.12,0.18,0,5,0.0007435897435897436
22,64000,3,6.0,3,1,10000,10.99,0.16,0,4,0.00034375
26,100000,0,3.0,2,0,12000,7.51,0.12,0,2,0.00026
44,110000,3,5.0,4,0,4900,6.76,0.04,0,12,0.0004
27,108000,3,2.0,5,3,8000,16.29,0.07,0,10,0.00025
26,42000,0,2.0,1,1,8000,11.12,0.19,0,2,0.000619047619047619
24,100000,3,8.0,4,0,10000,9.63,0.1,0,4,0.00024
29,24000,3,5.0,1,0,4500,7.49,0.19,0,9,0.0012083333333333334
24,47000,0,7.0,5,1,6000,11.71,0.13,0,4,0.0005106382978723404
40,110000,3,5.0,4,0,14000,5.42,0.13,0,11,0.0003636363636363636
22,84000,0,0.0,0,0,2500,6.54,0.03,0,3,0.0002619047619047619
28,29736,0,4.0,5,0,13800,8.9,0.47,0,7,0.0009416195856873823
31,120000,0,5.0,5,0,4800,7.88,0.04,0,8,0.00025833333333333334
32,120000,0,7.0,4,1,5400,9.25,0.04,0,9,0.0002666666666666667
24,40000,0,1.0,0,0,4000,6.39,0.1,0,4,0.0006
26,44000,0,0.0,1,3,10000,14.83,0.23,0,3,0.0005909090909090909
27,50000,0,3.0,4,0,3000,6.99,0.06,0,8,0.00054
26,100000,0,1.0,0,2,5000,13.57,0.05,1,2,0.00026
22,50000,3,6.0,0,0,6000,7.29,0.12,0,4,0.00044
23,80000,0,1.0,1,1,5000,10.74,0.06,0,2,0.0002875
22,85000,3,4.0,1,1,14000,12.42,0.16,0,3,0.0002588235294117647
27,100000,3,2.0,5,0,9000,8.94,0.09,0,6,0.00027
24,100000,0,8.0,3,0,10000,6.62,0.1,0,3,0.00024
23,29496,3,5.0,5,0,5600,8.0,0.2,0,2,0.0007797667480336317
23,50000,0,3.0,4,0,1300,7.66,0.03,0,4,0.00046
37,110000,3,1.0,3,1,10000,10.37,0.09,0,16,0.0003363636363636364
29,35000,3,2.0,0,0,4000,7.88,0.11,0,8,0.0008285714285714286
25,96000,0,2.0,5,0,12000,6.62,0.13,0,3,0.00026041666666666666
26,19200,3,3.0,4,1,2000,10.59,0.1,0,3,0.0013541666666666667
27,70000,3,7.0,1,1,8000,12.69,0.11,0,9,0.0003857142857142857
25,70000,0,5.0,3,1,3000,9.62,0.04,0,4,0.00035714285714285714
23,23000,3,1.0,1,0,4000,7.88,0.17,0,4,0.001
29,120000,0,14.0,3,2,10000,13.49,0.08,0,10,0.00024166666666666667
22,54000,3,6.0,4,2,9000,13.22,0.17,1,2,0.0004074074074074074
25,90000,0,9.0,0,1,8000,12.42,0.09,0,4,0.0002777777777777778
23,120000,0,7.0,1,0,5000,7.49,0.04,0,3,0.00019166666666666667
21,12000,2,0.0,5,4,8800,17.39,0.07,0,2,0.00175
25,42000,3,1.0,2,4,10000,15.57,0.24,0,3,0.0005952380952380953
27,50000,3,5.0,5,3,5000,15.62,0.1,1,6,0.00054
28,66300,0,12.0,0,0,14000,6.03,0.22,0,8,0.0004223227752639517
21,42504,3,5.0,5,0,6300,6.99,0.15,0,3,0.0004940711462450593
25,50000,3,8.0,1,1,5000,10.78,0.1,0,4,0.0005
25,44000,0,9.0,5,1,8500,11.49,0.19,0,2,0.0005681818181818182
21,32400,0,3.0,4,1,5000,10.59,0.15,0,2,0.0006481481481481481
23,60000,3,1.0,5,3,25000,14.96,0.42,0,4,0.00038333333333333334
24,120000,0,2.0,3,2,9600,11.97,0.08,1,2,0.0002
35,80000,0,6.0,5,0,16000,7.88,0.2,0,8,0.0004375
32,120000,0,15.0,4,1,10000,9.99,0.08,0,9,0.0002666666666666667
33,54996,3,2.0,5,3,7000,15.21,0.13,1,7,0.0006000436395374209
23,31000,3,0.0,1,0,5000,7.74,0.16,0,4,0.0007419354838709677
25,53000,0,7.0,4,0,7500,6.03,0.15,0,3,0.0004716981132075472
34,45000,3,1.0,3,1,7800,9.99,0.17,0,7,0.0007555555555555555
24,35400,2,8.0,1,0,9600,6.03,0.27,0,4,0.0006779661016949153
22,65000,3,0.0,5,1,4000,10.99,0.06,0,2,0.00033846153846153846
21,100000,3,5.0,0,1,2000,11.36,0.02,0,4,0.00021
28,150000,0,6.0,4,0,20000,6.54,0.13,0,9,0.00018666666666666666
40,84000,3,5.0,2,0,7000,6.91,0.08,0,13,0.0004761904761904762
46,30000,0,21.0,2,1,3250,9.91,0.11,0,11,0.0015333333333333334
29,54000,3,13.0,3,1,4000,11.14,0.07,0,10,0.000537037037037037
23,31200,3,3.0,1,2,6000,12.53,0.19,0,4,0.0007371794871794872
21,40000,3,3.0,3,1,5000,11.71,0.13,0,4,0.000525
24,65000,3,0.0,3,0,7000,7.51,0.11,0,4,0.0003692307692307692
22,70000,0,6.0,1,0,12000,5.79,0.17,0,3,0.00031428571428571427
31,30000,3,0.0,2,2,8000,12.61,0.27,0,10,0.0010333333333333334
27,70000,0,6.0,4,3,10000,15.33,0.14,0,9,0.0003857142857142857
28,120000,3,0.0,5,1,24250,11.48,0.2,0,7,0.00023333333333333333
27,30000,2,3.0,4,0,5000,6.91,0.17,0,6,0.0009
30,60000,3,10.0,4,1,15000,10.99,0.25,0,8,0.0005
23,63000,0,2.0,4,2,15000,13.47,0.24,0,2,0.0003650793650793651
38,72000,0,5.0,1,2,8000,13.61,0.11,0,13,0.0005277777777777777
33,84000,0,17.0,0,0,10000,6.03,0.12,0,7,0.0003928571428571429
22,50000,0,3.0,5,0,5000,7.74,0.1,0,4,0.00044
22,90000,3,5.0,5,1,5000,11.49,0.06,0,4,0.00024444444444444443
32,30000,3,3.0,1,2,4500,13.22,0.15,1,10,0.0010666666666666667
25,120000,3,4.0,2,3,20000,14.84,0.17,1,3,0.00020833333333333335
27,60000,0,6.0,4,1,10000,9.88,0.17,0,6,0.00045
22,42000,3,0.0,4,1,3600,11.83,0.09,0,3,0.0005238095238095238
21,33000,3,2.0,3,1,1800,9.88,0.05,0,2,0.0006363636363636364
26,64000,3,6.0,1,3,10000,15.62,0.16,1,2,0.00040625
26,38000,3,0.0,2,1,5000,11.83,0.13,0,3,0.0006842105263157894
26,50000,3,4.0,3,2,4000,13.49,0.08,0,2,0.00052
23,90000,0,4.0,5,0,10000,6.62,0.11,0,2,0.0002555555555555556
28,36000,0,0.0,1,2,12000,12.53,0.33,1,6,0.0007777777777777777
26,45806,3,5.0,1,0,11000,7.51,0.24,0,3,0.000567611229969873
41,170000,0,2.0,1,2,20000,13.79,0.12,1,12,0.0002411764705882353
23,52000,3,7.0,3,0,8000,7.51,0.15,0,3,0.0004423076923076923
31,43200,3,5.0,5,1,7800,10.96,0.19,0,9,0.0007175925925925926
32,46800,3,3.0,1,0,12000,7.88,0.26,0,9,0.0006837606837606838
36,65000,0,9.0,4,1,15000,10.65,0.23,0,17,0.0005538461538461539
27,65000,0,11.0,2,0,3000,6.03,0.05,0,6,0.00041538461538461537
27,65000,0,3.0,2,2,3000,13.49,0.05,1,9,0.00041538461538461537
23,65000,3,3.0,4,0,7000,6.17,0.11,0,4,0.00035384615384615386
23,56525,0,4.0,3,3,10000,15.95,0.18,0,4,0.0004068996019460416
22,66000,0,6.0,5,0,12000,8.9,0.18,0,3,0.0003333333333333333
22,64000,0,6.0,4,0,8000,7.51,0.13,0,4,0.00034375
22,55000,0,3.0,1,3,9000,16.0,0.16,1,3,0.0004
27,65000,0,1.0,4,1,18000,11.49,0.28,0,10,0.00041538461538461537
24,48000,2,8.0,4,3,2500,14.96,0.05,1,4,0.0005
23,37440,3,3.0,1,0,8000,8.49,0.21,0,2,0.0006143162393162393
28,35000,0,3.0,1,0,12000,7.29,0.34,0,8,0.0008
38,200000,0,2.0,5,1,21000,11.36,0.1,0,13,0.00019
31,95000,0,16.0,5,2,5000,12.68,0.05,0,7,0.0003263157894736842
26,55000,0,1.0,4,0,3000,6.76,0.05,0,2,0.0004727272727272727
21,58951,0,5.0,1,0,3000,7.49,0.05,0,4,0.0003562280538073994
23,90000,3,1.0,0,2,10000,13.22,0.11,0,3,0.0002555555555555556
25,72000,0,9.0,3,0,10250,6.62,0.14,0,3,0.00034722222222222224
24,60000,0,8.0,4,1,10000,10.36,0.17,0,4,0.0004
23,85000,3,3.0,3,1,8000,12.21,0.09,0,3,0.0002705882352941176
21,57500,3,2.0,1,1,9000,10.37,0.16,0,2,0.00036521739130434785
34,46000,3,2.0,4,3,12000,15.31,0.26,0,10,0.0007391304347826087
25,66252,2,10.0,4,0,5000,6.03,0.08,0,3,0.00037734709895550323
26,66000,3,2.0,0,3,18000,14.54,0.27,1,2,0.00039393939393939396
26,25596,3,0.0,4,1,3000,9.99,0.12,0,4,0.0010157837162056572
22,60000,2,0.0,5,0,10000,7.14,0.17,0,3,0.00036666666666666667
24,56000,0,8.0,1,3,2400,14.46,0.04,1,4,0.00042857142857142855
44,35000,0,3.0,2,0,3500,8.9,0.1,0,13,0.001257142857142857
22,57200,0,1.0,3,0,7000,7.49,0.12,0,3,0.0003846153846153846
25,115000,0,8.0,1,0,5000,7.9,0.04,0,4,0.0002173913043478261
24,60000,0,0.0,1,0,10000,8.59,0.17,0,2,0.0004
24,50000,3,0.0,0,2,4500,13.22,0.09,0,2,0.00048
27,30000,3,2.0,0,2,8000,13.49,0.27,1,5,0.0009
24,70000,0,8.0,0,1,14000,10.99,0.2,0,4,0.00034285714285714285
23,41600,0,7.0,4,1,5000,11.71,0.12,0,4,0.0005528846153846154
33,120000,0,11.0,4,0,2000,6.39,0.02,0,6,0.000275
34,175000,0,2.0,4,0,20000,8.9,0.12,0,7,0.00019428571428571428
34,90000,0,8.0,1,1,3000,9.25,0.03,0,6,0.00037777777777777777
22,44000,3,1.0,0,4,4000,17.99,0.09,0,2,0.0005
23,25000,3,0.0,5,0,8000,7.9,0.32,0,4,0.00092
23,140000,3,2.0,1,1,10000,10.59,0.07,0,3,0.00016428571428571428
23,32400,3,2.0,1,1,3000,11.86,0.09,0,2,0.0007098765432098765
26,40000,2,10.0,2,2,8000,13.49,0.2,1,2,0.00065
26,68736,0,6.0,4,3,1000,14.84,0.01,1,2,0.00037825884543761637
22,23000,3,0.0,4,0,3200,5.79,0.14,0,2,0.0009565217391304348
22,60000,0,4.0,1,2,8500,13.92,0.14,0,3,0.00036666666666666667
31,84000,0,4.0,0,0,10000,8.94,0.12,0,6,0.00036904761904761905
24,35000,3,3.0,1,1,8000,9.91,0.23,0,4,0.0006857142857142857
27,50000,3,11.0,0,4,18000,16.77,0.36,0,7,0.00054
26,50000,0,10.0,0,1,15000,10.99,0.3,0,4,0.00052
23,120000,0,7.0,4,2,23000,15.96,0.19,0,2,0.00019166666666666667
28,99000,0,5.0,2,1,12250,9.88,0.12,0,6,0.0002828282828282828
34,25000,3,5.0,3,1,5000,10.59,0.2,0,9,0.00136
21,91700,3,3.0,5,0,10000,9.07,0.11,0,2,0.00022900763358778625
22,49000,3,6.0,3,0,4800,7.88,0.1,0,4,0.0004489795918367347
26,42000,3,4.0,4,3,10000,16.07,0.24,0,4,0.000619047619047619
26,48000,3,2.0,1,2,4000,14.35,0.08,0,4,0.0005416666666666666
33,36000,0,3.0,3,2,3000,15.23,0.08,0,7,0.0009166666666666666
23,60000,0,7.0,1,0,3500,7.9,0.06,0,3,0.00038333333333333334
31,95000,0,11.0,1,0,4650,8.9,0.05,0,7,0.0003263157894736842
27,80000,0,8.0,1,0,5000,7.29,0.06,0,10,0.0003375
24,40000,2,0.0,3,0,5000,7.29,0.13,0,4,0.0006
33,75000,3,9.0,3,2,17000,12.53,0.24,0,10,0.00044
22,57000,2,6.0,4,1,6000,10.75,0.11,0,3,0.00038596491228070175
29,94000,3,13.0,3,0,10000,8.9,0.11,0,8,0.00030851063829787236
22,45000,3,6.0,0,1,6000,11.49,0.13,0,2,0.0004888888888888889
32,60000,3,4.0,1,2,6400,14.65,0.11,0,10,0.0005333333333333334
22,31000,3,0.0,0,1,3200,9.99,0.1,0,4,0.0007096774193548388
28,60000,0,12.0,4,0,5000,7.66,0.08,0,9,0.00046666666666666666
27,58000,0,1.0,0,0,20000,6.54,0.34,0,6,0.00046551724137931035
23,50000,0,1.0,4,1,5000,9.99,0.1,0,2,0.00046
35,55000,0,11.0,4,1,12000,10.65,0.22,0,6,0.0006363636363636364
26,150000,0,0.0,5,2,10000,13.57,0.07,0,4,0.00017333333333333334
29,36000,3,7.0,4,1,3600,10.36,0.1,0,7,0.0008055555555555556
21,51000,0,6.0,3,0,10400,8.94,0.2,0,3,0.00041176470588235296
37,36000,3,2.0,1,1,10000,11.11,0.28,0,15,0.0010277777777777778
31,85000,0,1.0,2,1,24000,11.89,0.28,0,5,0.0003647058823529412
26,43000,3,10.0,5,1,2000,10.99,0.05,0,2,0.0006046511627906977
21,45000,0,5.0,5,0,6000,7.51,0.13,0,2,0.00046666666666666666
23,46000,3,2.0,3,4,17500,17.56,0.36,1,2,0.0005
23,45000,3,5.0,3,1,3600,10.59,0.08,0,4,0.0005111111111111112
25,56312,3,9.0,3,3,3000,14.84,0.05,0,4,0.0004439551072595539
27,48000,0,8.0,2,0,3500,5.42,0.07,0,6,0.0005625
23,75000,0,7.0,3,0,7000,6.62,0.09,0,3,0.0003066666666666667
31,52000,3,2.0,2,0,12000,6.62,0.23,0,7,0.0005961538461538462
23,39912,2,8.0,5,1,10000,10.65,0.25,0,2,0.0005762677891360994
21,35000,2,2.0,4,2,12000,15.27,0.34,1,3,0.0006
26,45000,3,0.0,0,1,1800,10.99,0.04,0,3,0.0005777777777777778
23,80004,0,7.0,1,0,3600,6.39,0.04,0,4,0.00028748562571871407
23,90000,3,4.0,3,0,10000,7.49,0.11,0,4,0.0002555555555555556
24,48000,0,1.0,1,1,8000,11.99,0.17,0,2,0.0005
22,37000,3,2.0,0,1,7000,10.59,0.19,0,4,0.0005945945945945946
43,44000,3,0.0,4,3,11000,15.31,0.25,0,15,0.0009772727272727272
25,24000,3,4.0,4,1,8500,11.36,0.33,0,4,0.0010416666666666667
28,40000,3,12.0,4,1,7000,11.49,0.17,0,7,0.0007
26,36000,3,2.0,3,4,10000,19.29,0.28,0,2,0.0007222222222222222
21,62000,3,2.0,1,1,6000,10.59,0.1,0,4,0.00033870967741935485
29,70000,2,13.0,1,1,16000,12.18,0.23,0,9,0.0004142857142857143
27,57996,3,1.0,5,2,8000,10.28,0.14,0,6,0.0004655493482309125
24,60000,0,6.0,4,2,6000,13.79,0.1,1,2,0.0004
30,29406,3,5.0,5,1,10000,11.71,0.34,0,10,0.0010201999591920017
31,66500,0,4.0,0,1,10000,10.95,0.15,0,10,0.0004661654135338346
25,40000,3,2.0,4,0,2400,6.92,0.05,0,3,0.000625
30,36000,3,2.0,3,2,5000,12.68,0.14,0,9,0.0008333333333333334
26,120000,0,10.0,3,1,15000,11.99,0.13,0,4,0.00021666666666666666
34,55000,0,3.0,3,1,3100,10.99,0.06,0,10,0.0006181818181818182
29,58000,0,3.0,4,2,2400,13.98,0.04,0,5,0.0005
29,200000,0,13.0,3,1,25000,10.08,0.12,0,8,0.000145
31,115000,0,6.0,2,1,18000,9.76,0.15,0,8,0.0002695652173913043
23,55000,0,8.0,0,1,18400,9.99,0.34,0,4,0.0004181818181818182
24,87000,0,8.0,4,1,15000,11.99,0.17,0,3,0.00027586206896551725
26,35000,3,0.0,4,2,9600,13.16,0.27,1,3,0.0007428571428571429
23,60000,0,7.0,4,1,15000,11.83,0.25,0,3,0.00038333333333333334
24,105000,0,8.0,0,1,11000,10.99,0.1,0,3,0.00022857142857142857
28,72500,0,12.0,5,3,10000,16.77,0.14,1,7,0.00038620689655172413
31,24000,0,3.0,5,0,6000,7.9,0.25,0,7,0.0012916666666666667
22,25000,3,6.0,3,3,8000,15.65,0.32,1,2,0.00088
29,175000,3,7.0,5,1,25000,11.12,0.14,0,8,0.00016571428571428572
22,32000,3,0.0,3,2,15000,13.79,0.47,1,3,0.0006875
24,41000,3,3.0,3,3,4000,14.11,0.1,0,2,0.0005853658536585366
29,45000,0,5.0,0,1,10000,10.65,0.22,0,8,0.0006444444444444444
26,69360,2,5.0,3,1,4000,11.14,0.06,0,2,0.0003748558246828143
25,33000,3,9.0,4,1,4500,11.71,0.14,0,2,0.0007575757575757576
22,65000,0,6.0,3,1,7000,12.42,0.11,0,4,0.00033846153846153846
25,51300,3,9.0,0,0,5000,7.49,0.1,0,4,0.0004873294346978557
24,75000,0,1.0,4,0,12000,7.9,0.16,0,3,0.00032
26,33000,3,8.0,4,0,6000,8.63,0.18,0,2,0.0007878787878787879
27,40000,0,2.0,5,0,4000,5.79,0.1,0,7,0.000675
22,65000,0,5.0,1,0,12000,7.49,0.18,0,2,0.00033846153846153846
23,70000,0,2.0,0,0,5000,5.42,0.07,0,2,0.00032857142857142856
24,26000,3,0.0,5,2,10000,12.87,0.38,1,2,0.0009230769230769231
22,40000,3,6.0,1,0,6000,9.32,0.15,0,3,0.00055
33,153000,2,1.0,1,0,17600,7.9,0.12,0,8,0.00021568627450980392
28,48000,3,1.0,3,1,9000,10.65,0.18,0,7,0.0005833333333333334
48,87988,0,16.0,0,3,25000,16.32,0.31,1,17,0.0005455289357639678
23,48000,3,5.0,4,1,6500,11.71,0.14,0,4,0.00047916666666666664
27,80000,0,11.0,0,0,9600,7.51,0.12,0,8,0.0003375
24,31200,3,5.0,3,1,6000,12.69,0.19,0,4,0.0007692307692307692
27,145992,0,1.0,1,4,20000,16.35,0.14,1,8,0.00018494164063784317
33,112000,0,15.0,4,1,9000,11.14,0.08,0,9,0.00029464285714285714
23,70000,0,7.0,0,1,9000,11.83,0.13,0,3,0.00032857142857142856
22,53000,3,5.0,3,3,5000,14.96,0.09,1,3,0.0004150943396226415
23,35000,3,0.0,1,2,4000,12.68,0.11,0,3,0.0006571428571428571
26,80000,0,10.0,0,0,7500,6.03,0.09,0,3,0.000325
28,27600,3,4.0,1,1,3000,11.49,0.11,0,6,0.0010144927536231885
21,30000,3,6.0,0,1,8000,11.71,0.27,0,2,0.0007
27,50000,0,11.0,4,0,9600,7.49,0.18,0,9,0.00054
27,50000,3,3.0,1,1,6000,11.89,0.12,0,6,0.00054
30,66000,0,6.0,1,1,2400,12.69,0.04,0,5,0.00045454545454545455
22,40000,2,2.0,5,0,5000,6.92,0.13,0,3,0.00055
27,61500,3,3.0,2,2,15000,13.23,0.24,1,5,0.00043902439024390245
21,56000,0,5.0,1,0,9000,6.99,0.16,0,2,0.000375
29,45500,2,13.0,4,0,7000,6.92,0.16,0,5,0.0006373626373626373
24,75000,3,4.0,3,0,10000,6.54,0.13,0,3,0.00032
22,77100,0,6.0,4,2,3500,13.11,0.41,0,2,0.00028534370946822307
33,70000,3,2.0,1,2,2000,12.53,0.03,0,9,0.0004714285714285714
29,80000,0,0.0,3,0,5000,8.59,0.06,0,7,0.0003625
22,70000,0,7.0,1,0,8000,7.66,0.11,0,3,0.00031428571428571427
24,40000,3,5.0,1,2,8000,14.26,0.2,1,3,0.0006
43,65000,3,0.0,3,0,5000,9.32,0.08,0,17,0.0006615384615384616
29,60000,3,4.0,3,1,15000,8.88,0.25,0,9,0.00048333333333333334
21,30000,3,0.0,4,0,4200,6.92,0.14,0,2,0.0007
23,72000,3,7.0,1,1,20000,10.0,0.28,0,3,0.00031944444444444446
34,150000,3,3.0,0,0,16000,6.91,0.11,0,10,0.00022666666666666666
22,48000,3,7.0,3,1,4800,10.36,0.1,0,4,0.0004583333333333333
26,95000,0,10.0,0,1,20000,10.25,0.21,0,4,0.0002736842105263158
41,68100,3,5.0,0,2,17500,14.26,0.26,1,12,0.0006020558002936858
23,40000,3,7.0,4,0,10625,6.62,0.27,0,2,0.000575
29,54000,3,2.0,0,3,3000,15.05,0.06,0,7,0.000537037037037037
32,64000,3,3.0,0,1,18000,9.99,0.28,0,6,0.0005
26,59000,3,10.0,5,1,10000,11.86,0.17,0,3,0.0004406779661016949
28,52273,3,11.0,1,1,5000,10.99,0.1,0,8,0.0005356493792206302
25,39000,3,7.0,2,2,16800,13.92,0.44,1,4,0.000641025641025641
24,50000,0,8.0,0,0,5600,7.4,0.1,0,4,0.00048
25,120000,0,2.0,3,1,8000,10.99,0.07,0,2,0.00020833333333333335
33,58000,3,15.0,0,1,20000,12.18,0.34,0,9,0.0005689655172413793
25,40000,2,6.0,3,0,1000,6.76,0.03,0,2,0.000625
25,72000,3,1.0,4,1,20000,10.37,0.28,0,3,0.00034722222222222224
37,105201,0,4.0,1,2,15000,14.17,0.14,1,11,0.00035170768338704003
23,15600,3,0.0,1,2,2000,14.27,0.13,0,4,0.0014743589743589744
23,52800,3,1.0,5,1,2100,10.99,0.04,0,4,0.0004356060606060606
27,67222,0,0.0,0,1,10000,11.11,0.15,0,9,0.00040165422034453004
26,25000,2,6.0,1,1,9500,10.62,0.4,0,3,0.00104
23,52000,2,7.0,1,1,4000,10.0,0.08,0,2,0.0004423076923076923
36,100111,0,5.0,3,1,20000,12.42,0.2,0,13,0.00035960084306419876
26,57800,0,2.0,3,1,25000,10.99,0.37,0,3,0.0004498269896193772
22,40000,0,3.0,1,0,1000,5.42,0.03,0,2,0.00055
22,40000,3,3.0,5,1,10000,12.18,0.25,0,2,0.00055
26,54000,3,2.0,4,1,2400,11.49,0.04,0,2,0.0004814814814814815
45,90000,3,3.0,5,2,16000,13.22,0.18,1,13,0.0005
62,78000,0,27.0,4,1,3000,9.91,0.04,0,19,0.0007948717948717948
35,30000,3,6.0,3,0,6000,7.14,0.2,0,10,0.0011666666666666668
24,42000,3,2.0,3,1,7000,9.62,0.17,0,4,0.0005714285714285715
24,50000,3,5.0,4,1,6000,10.65,0.12,0,4,0.00048
25,60000,0,0.0,0,1,5000,9.25,0.08,0,2,0.0004166666666666667
32,24000,3,5.0,3,2,3000,13.48,0.13,0,6,0.0013333333333333333
22,40000,0,6.0,1,0,9000,6.17,0.23,0,4,0.00055
23,120000,0,7.0,5,1,12000,11.71,0.1,0,3,0.00019166666666666667
29,113000,0,14.0,4,1,25000,12.18,0.22,0,7,0.0002566371681415929
31,49000,3,5.0,3,0,7200,5.42,0.15,0,8,0.0006326530612244898
28,38000,3,0.0,3,0,12000,5.99,0.32,0,6,0.0007368421052631579
25,85000,3,3.0,4,0,4200,7.49,0.05,0,3,0.0002941176470588235
25,34000,3,6.0,4,1,9000,12.69,0.26,0,4,0.0007352941176470588
30,46000,3,6.0,3,2,6000,13.06,0.13,1,10,0.0006521739130434783
26,45000,0,5.0,3,2,8500,12.23,0.19,1,3,0.0005777777777777778
30,62000,0,4.0,1,1,7500,12.21,0.12,0,9,0.0004838709677419355
27,21600,2,0.0,5,0,5300,7.49,0.25,0,7,0.00125
27,155000,0,11.0,5,0,18000,7.51,0.12,0,10,0.00017419354838709678
69,60000,2,0.0,1,0,2800,7.88,0.04,0,24,0.00115
24,150000,0,8.0,1,0,7500,7.49,0.05,0,4,0.00016
21,28000,3,5.0,1,1,8300,9.99,0.3,0,2,0.00075
32,105000,3,15.0,1,1,20000,10.62,0.19,0,5,0.00030476190476190474
23,45000,3,3.0,3,0,7800,7.88,0.17,0,2,0.0005111111111111112
31,100000,0,6.0,4,1,15000,11.99,0.15,0,7,0.00031
24,49000,3,0.0,2,3,9500,14.11,0.2,1,4,0.0004897959183673469
32,45996,0,0.0,1,0,6000,7.51,0.13,0,7,0.0006957126706670146
25,26000,3,4.0,3,2,3825,14.27,0.15,0,3,0.0009615384615384616
27,75000,3,0.0,4,2,12000,13.49,0.16,1,8,0.00036
23,80000,0,2.0,1,0,10000,7.74,0.13,0,3,0.0002875
22,54000,0,1.0,0,3,10000,15.95,0.19,1,2,0.0004074074074074074
33,40000,0,8.0,1,0,3400,7.14,0.09,0,8,0.000825
22,30000,3,2.0,5,3,13750,14.84,0.42,0,4,0.0007333333333333333
28,91200,0,6.0,3,1,3000,11.48,0.03,0,8,0.00030701754385964913
23,89000,3,1.0,4,1,10000,12.18,0.11,0,2,0.0002584269662921348
26,40000,0,6.0,0,1,10500,11.14,0.26,0,4,0.00065
25,64000,0,4.0,0,2,12000,12.99,0.19,1,2,0.000390625
30,200000,0,4.0,4,0,10000,7.14,0.05,0,10,0.00015
23,42000,3,3.0,0,1,10000,10.37,0.24,0,3,0.0005476190476190477
23,60000,3,2.0,0,1,10000,10.37,0.17,0,4,0.00038333333333333334
33,60000,3,4.0,5,1,10000,10.99,0.17,0,7,0.00055
26,46000,3,5.0,4,1,7200,11.49,0.16,0,2,0.0005652173913043478
