,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_age_by_income
18314,0,5.0,2,15900,13.04,0.22,0,15,0.0007352941176470588
35590,3,3.0,0,4000,12.53,0.05,1,4,0.0003125
2451,3,5.0,2,7200,12.69,0.08,0,2,0.00023333333333333333
48060,0,3.0,2,25000,13.8,0.21,0,9,0.00022881355932203389
31722,3,0.0,3,7000,5.79,0.08,0,3,0.0002888888888888889
45410,0,0.0,0,7500,11.89,0.11,0,2,0.00035294117647058826
45535,0,4.0,2,25000,10.99,0.21,0,2,0.00021666666666666666
21099,3,5.0,0,5000,11.36,0.06,0,8,0.000425
18962,0,9.0,5,10000,13.43,0.12,1,4,0.0002941176470588235
46317,3,0.0,1,6000,13.85,0.25,0,2,0.0010416666666666667
27774,0,5.0,5,6000,5.99,0.07,0,4,0.00026870414505350716
5972,3,0.0,3,10000,10.71,0.33,0,11,0.0013666666666666666
41053,3,9.0,3,4000,16.29,0.08,1,12,0.0009166666666666666
2282,0,0.0,1,8500,10.59,0.14,0,3,0.0004
32654,3,5.0,1,7200,12.73,0.12,1,2,0.00036666666666666667
10141,3,6.0,1,5000,8.9,0.15,0,4,0.0006666666666666666
55643,0,6.0,0,6000,6.03,0.08,0,6,0.0004533333333333333
37605,0,9.0,3,13000,6.99,0.01,0,4,0.0001923076923076923
11344,0,1.0,0,4975,10.08,0.1,0,7,0.0005918367346938776
5671,0,9.0,0,5600,10.75,0.11,0,3,0.0004734848484848485
46830,0,12.0,0,12000,16.77,0.16,0,10,0.0003835616438356164
29412,0,6.0,3,10000,6.99,0.14,0,5,0.0003857142857142857
21165,3,0.0,1,1500,12.53,0.04,0,6,0.0008530415342981527
55966,3,3.0,1,10000,7.49,0.23,0,3,0.0005092592592592592
2412,3,1.0,1,10000,13.06,0.15,1,5,0.00044776119402985075
33278,3,1.0,5,10000,8.49,0.18,0,2,0.00041071428571428574
34383,0,0.0,0,4000,10.59,0.08,0,3,0.00048
3866,3,6.0,0,8000,12.41,0.11,0,4,0.00032857142857142856
45338,0,7.0,4,6500,9.88,0.11,0,4,0.0004421768707482993
26770,3,2.0,1,10000,9.99,0.17,0,4,0.00038333333333333334
45006,0,6.0,1,25000,14.35,0.33,0,2,0.00028758169934640525
41460,3,3.0,4,15000,10.99,0.23,0,10,0.0004307692307692308
57809,0,7.0,5,3000,5.99,0.03,0,2,0.00020833333333333335
39624,0,4.0,3,4750,7.88,0.12,0,10,0.000675
31002,0,9.0,4,7500,16.77,0.07,0,4,0.00025
34837,0,6.0,0,5000,16.29,0.05,0,3,0.00022448979591836734
39956,3,6.0,3,3500,9.99,0.12,0,6,0.0010666666666666667
24634,3,2.0,3,6000,13.48,0.15,0,2,0.000525
28838,0,8.0,5,12000,7.51,0.16,0,8,0.0003733333333333333
14114,3,1.0,4,4000,9.99,0.14,0,2,0.0008333333333333334
7194,0,10.0,3,5800,10.59,0.21,0,3,0.0009633911368015414
1172,0,3.0,1,25000,10.99,0.28,0,6,0.0003444444444444444
13076,0,7.0,3,4400,5.99,0.05,0,6,0.00036842105263157896
56489,3,0.0,1,11000,8.59,0.27,0,3,0.0006024096385542169
17217,0,7.0,2,8000,6.91,0.16,0,3,0.0005094347312222358
25992,0,5.0,2,6000,12.69,0.07,0,4,0.0003095238095238095
53892,0,7.0,3,3000,7.51,0.06,0,4,0.00047916666666666664
30759,3,3.0,1,4100,6.99,0.14,0,2,0.0007333333333333333
15980,0,8.0,0,5000,7.14,0.08,0,2,0.0004
16480,3,0.0,0,9000,6.62,0.18,0,4,0.00048
19766,0,11.0,1,15000,6.62,0.21,0,5,0.000375
10896,0,5.0,1,5000,5.42,0.09,0,10,0.0005925925925925926
8074,3,1.0,3,4800,11.89,0.12,0,8,0.000775
41485,0,5.0,3,5000,12.42,0.11,0,3,0.0005111111111111112
6995,3,3.0,5,12000,7.51,0.1,0,2,0.00020833333333333335
3684,3,0.0,5,10000,5.79,0.12,0,8,0.00031764705882352944
18614,3,4.0,4,7000,10.99,0.17,0,10,0.000825
27732,0,0.0,3,12000,8.0,0.07,0,8,0.00016666666666666666
9816,0,1.0,1,20000,11.36,0.31,0,4,0.00035384615384615386
37219,0,3.0,5,7000,7.4,0.06,0,3,0.00019166666666666667
41093,3,4.0,2,4800,13.61,0.1,1,4,0.00044715447154471545
4477,0,6.0,1,13250,13.11,0.36,1,2,0.0005789473684210527
38956,3,1.0,4,1000,14.79,0.03,1,4,0.000625
26658,3,13.0,0,11200,10.99,0.19,0,6,0.00046666666666666666
51847,0,12.0,2,3600,7.49,0.07,0,9,0.0005384615384615384
19360,3,0.0,4,12000,13.23,0.29,0,4,0.000619047619047619
8566,3,4.0,3,4000,10.65,0.1,0,7,0.000675
56771,3,0.0,5,10000,10.36,0.25,0,3,0.0006
29317,0,8.0,5,6300,5.79,0.12,0,4,0.00046601941747572817
6741,2,4.0,3,15250,13.98,0.4,0,4,0.0007427722545994744
36108,0,8.0,3,20000,10.38,0.22,0,2,0.0002666666666666667
53774,3,0.0,2,6500,10.74,0.11,0,5,0.00046551724137931035
26936,3,0.0,5,8000,13.16,0.22,1,8,0.0007297297297297297
31432,3,5.0,0,10000,11.71,0.25,0,2,0.000525
42132,3,1.0,3,8000,12.73,0.21,0,8,0.0007105263157894737
23874,3,1.0,2,20000,7.9,0.21,0,6,0.00029473684210526316
10203,3,1.0,0,7000,12.53,0.12,0,3,0.0004166666666666667
45768,3,5.0,2,8000,11.71,0.08,0,5,0.0003
17533,3,7.0,1,6000,11.49,0.08,0,3,0.00031578947368421053
13490,0,5.0,0,12000,13.11,0.24,1,2,0.0005074287570025169
29381,3,0.0,0,5400,7.29,0.07,0,4,0.0003333333333333333
27080,3,1.0,5,12250,6.54,0.41,0,3,0.0007
18264,0,7.0,1,6800,7.51,0.16,0,6,0.0006196581196581197
28643,3,4.0,4,7000,9.62,0.15,0,4,0.0004375
29875,0,6.0,0,12000,7.88,0.23,0,3,0.000419047619047619
24329,0,7.0,5,3500,14.27,0.05,0,6,0.00036
18021,0,3.0,2,6400,12.69,0.17,0,7,0.0007837837837837838
31036,0,0.0,4,10000,6.17,0.19,0,2,0.00042592592592592595
16166,0,10.0,4,15000,11.99,0.25,0,9,0.00046666666666666666
17649,3,1.0,3,5000,6.76,0.11,0,2,0.0005555555555555556
49898,3,3.0,3,10000,6.03,0.23,0,9,0.0006237294400295694
42933,0,5.0,5,3000,7.49,0.07,0,10,0.0006956521739130435
11066,0,5.0,2,15000,14.09,0.14,0,9,0.00032856385797562265
1515,0,2.0,3,10000,9.63,0.17,0,4,0.00038333333333333334
28171,3,3.0,4,12000,7.88,0.1,0,16,0.0003083333333333333
28199,0,1.0,0,12000,5.42,0.16,0,8,0.00038666666666666667
18339,3,5.0,5,15000,12.53,0.44,0,2,0.0007100591715976331
39930,3,1.0,1,3000,10.65,0.1,0,9,0.0011
5759,3,2.0,3,7000,13.22,0.14,1,4,0.00048
8655,3,3.0,5,10000,13.49,0.33,0,2,0.0007333333333333333
52906,0,14.0,1,10000,12.69,0.22,0,9,0.0006666666666666666
10798,3,3.0,5,15600,15.99,0.25,1,11,0.0005806451612903225
35891,3,8.0,1,9000,12.69,0.19,0,10,0.0005625
23682,3,0.0,1,8000,9.63,0.15,0,3,0.0004197080291970803
15969,0,20.0,5,20000,12.18,0.14,0,17,0.00025714285714285715
29326,3,3.0,5,5000,8.49,0.2,0,3,0.0008401344215074412
48202,3,1.0,1,1600,8.9,0.05,0,6,0.0010967741935483872
39263,3,0.0,2,19750,15.7,0.52,0,3,0.0006052631578947369
35191,2,12.0,3,5500,8.0,0.06,0,16,0.0005111111111111112
41591,0,8.0,1,35000,10.25,0.37,0,5,0.0003125
56380,3,4.0,3,2500,7.51,0.06,0,3,0.00065
57614,3,1.0,3,14600,12.42,0.36,0,9,0.000775
20341,0,9.0,1,10000,13.98,0.26,1,3,0.0006510416666666666
12749,0,0.0,4,14000,7.51,0.21,0,4,0.0003088235294117647
29954,0,7.0,3,10000,16.32,0.2,1,6,0.0006026879884283906
28859,0,2.0,4,8000,5.79,0.13,0,4,0.0004032258064516129
3192,2,1.0,1,19750,9.62,0.21,0,3,0.0002558139534883721
43571,3,5.0,1,7000,10.75,0.13,0,2,0.00043636363636363637
30606,3,1.0,1,4500,14.65,0.15,0,3,0.0007666666666666667
49559,3,5.0,1,1000,12.99,0.04,1,3,0.0007954545454545455
51525,3,0.0,2,6000,6.62,0.05,0,6,0.00023478260869565218
47396,3,2.0,3,5000,6.03,0.14,0,12,0.0010285714285714286
5420,0,5.0,5,27000,10.36,0.36,0,2,0.0002916666666666667
10503,0,6.0,1,10000,7.9,0.11,0,4,0.00024444444444444443
5129,3,1.0,3,8000,12.92,0.27,1,3,0.0007666666666666667
35034,0,5.0,3,5000,8.59,0.07,0,9,0.0004774083546462063
8328,3,7.0,3,15000,11.36,0.42,0,3,0.0006666666666666666
46472,3,2.0,4,3000,7.9,0.05,0,8,0.0004891750299816954
8307,3,3.0,5,6000,13.99,0.17,0,7,0.00075
21403,2,11.0,2,5000,13.79,0.05,1,5,0.00027551020408163264
30864,3,4.0,3,10000,10.99,0.12,0,5,0.0003214285714285714
22536,3,5.0,4,5800,9.91,0.07,0,2,0.00027858527131782945
7048,2,1.0,1,8000,7.9,0.13,0,3,0.0003870718018192375
4178,0,0.0,3,8000,7.51,0.06,0,4,0.0002
39177,2,6.0,3,9500,11.99,0.2,0,3,0.00046808510638297874
23114,0,13.0,0,8500,10.99,0.13,0,7,0.00042778134262229963
3538,3,3.0,1,3600,16.77,0.1,1,12,0.0011891891891891893
26350,0,5.0,1,7000,12.21,0.16,0,2,0.00046666666666666666
33932,3,2.0,0,3200,15.7,0.05,0,5,0.0005
27892,3,1.0,4,4000,7.74,0.14,0,4,0.0009285714285714286
44024,3,1.0,3,4200,6.62,0.09,0,10,0.000574468085106383
42935,0,11.0,5,10000,6.62,0.2,0,5,0.00054
35983,0,5.0,3,8000,5.79,0.15,0,3,0.00043636363636363637
11179,0,6.0,1,8000,10.59,0.11,0,2,0.00031428571428571427
19865,0,7.0,3,2500,13.43,0.04,1,4,0.000390625
42309,3,9.0,0,1800,10.59,0.05,0,2,0.0006944444444444445
5370,3,2.0,4,4000,10.99,0.08,0,3,0.0005208333333333333
43458,3,3.0,5,8000,10.74,0.1,0,28,0.0006794871794871795
44529,0,8.0,3,6000,5.42,0.07,0,9,0.0003333333333333333
23495,3,0.0,0,8000,10.62,0.09,0,11,0.0005029239766081872
23050,3,1.0,3,4800,9.99,0.15,0,4,0.0007716049382716049
28505,0,5.0,5,7000,5.42,0.16,0,4,0.0005581395348837209
50487,0,8.0,4,3600,5.99,0.07,0,6,0.0005272727272727272
1559,3,6.0,0,3500,14.27,0.06,1,3,0.00045871559633027525
33230,2,3.0,3,20000,11.71,0.33,0,16,0.0006
20496,0,1.0,1,10000,11.14,0.16,0,4,0.0004032258064516129
56136,0,15.0,1,11000,10.65,0.29,0,6,0.000827991452991453
23837,3,0.0,4,10000,7.51,0.33,0,5,0.0009666666666666667
14603,0,3.0,4,7000,6.62,0.11,0,2,0.0004032258064516129
43682,3,7.0,2,16000,10.51,0.36,0,3,0.0005333333333333334
21040,3,6.0,3,8000,17.14,0.21,0,4,0.0005684754521963825
7819,3,6.0,4,5000,11.71,0.14,0,10,0.0008
29050,0,7.0,1,10000,10.65,0.09,0,3,0.00024074074074074075
24095,0,3.0,5,10000,10.99,0.1,0,10,0.0003333333333333333
53296,3,3.0,5,2000,6.76,0.04,0,8,0.0006631437156771319
42284,3,4.0,3,25000,14.84,0.32,1,8,0.0003452685421994885
686,3,5.0,2,7000,12.98,0.13,0,8,0.000576923076923077
5646,0,5.0,2,20000,11.36,0.2,0,13,0.00046
50658,0,4.0,5,6000,5.42,0.07,0,7,0.0003625
1043,0,4.0,5,2000,8.49,0.06,0,9,0.0007777777777777777
49548,0,0.0,1,10000,11.26,0.12,0,3,0.0002738095238095238
5025,3,1.0,4,8000,11.71,0.23,0,4,0.0007428571428571429
49142,0,3.0,2,10000,14.79,0.11,1,11,0.0004333333333333333
53758,0,4.0,3,20000,6.91,0.17,0,5,0.00025
40361,0,2.0,2,25000,11.12,0.18,0,4,0.00018571428571428572
42709,0,4.0,1,10000,10.59,0.07,0,9,0.00019285714285714286
58462,0,4.0,4,12000,11.49,0.14,0,3,0.0002738095238095238
14676,0,8.0,2,8500,8.94,0.15,0,2,0.00043636363636363637
16653,3,2.0,4,10000,14.22,0.15,0,6,0.0004411764705882353
35475,3,0.0,0,15000,10.99,0.21,0,2,0.00034285714285714285
34896,0,8.0,2,11000,6.62,0.14,0,7,0.0003974358974358974
45046,0,7.0,1,20000,15.95,0.2,1,4,0.00023
10109,0,1.0,3,5500,7.74,0.13,0,12,0.0008143322475570033
13401,0,5.0,4,2000,10.65,0.03,0,5,0.000425
26798,0,6.0,1,6000,7.51,0.12,0,4,0.00044
6321,3,9.0,5,14400,15.7,0.21,1,4,0.0003676470588235294
9147,3,2.0,2,10000,14.65,0.07,0,9,0.0002
50981,0,6.0,0,6000,6.03,0.13,0,3,0.0004888888888888889
3782,3,5.0,3,25000,10.25,0.37,0,2,0.0003134328358208955
39521,3,6.0,4,5000,15.96,0.17,1,4,0.0007333333333333333
27047,0,6.0,2,25000,10.74,0.17,0,3,0.00017333333333333334
31169,3,5.0,5,5000,11.48,0.08,0,4,0.0003692307692307692
14222,3,2.0,1,3000,13.72,0.08,1,4,0.0006666666666666666
31225,0,11.0,4,3500,7.68,0.06,0,5,0.00045
36544,0,5.0,3,5000,7.14,0.13,0,3,0.0005384615384615384
6179,3,0.0,4,12800,8.88,0.32,0,5,0.000675
35530,2,5.0,1,12000,5.42,0.25,0,3,0.0005
20899,3,0.0,1,10000,11.89,0.27,0,3,0.0006486486486486486
50218,3,4.0,0,6000,10.99,0.16,0,2,0.0005789473684210527
41600,0,13.0,3,8000,10.99,0.09,0,8,0.0003222222222222222
16782,3,8.0,2,19000,13.92,0.25,1,3,0.00032
56556,0,4.0,5,10000,8.94,0.13,0,4,0.0003333333333333333
35120,3,3.0,3,6000,8.49,0.25,0,8,0.0013333333333333333
25868,0,0.0,1,5000,7.14,0.11,0,9,0.0006444444444444444
25748,3,0.0,1,5000,11.71,0.06,0,3,0.0002777777777777778
2631,3,6.0,1,5000,9.96,0.28,0,9,0.0015555555555555555
6827,3,1.0,3,2000,10.38,0.05,0,16,0.0008181818181818182
45215,3,7.0,0,3000,16.29,0.06,1,2,0.00046938775510204083
740,3,3.0,2,20000,14.27,0.35,0,2,0.0004385964912280702
36254,3,9.0,1,5000,5.42,0.14,0,3,0.0006868886690845148
13668,0,3.0,2,6000,13.23,0.04,0,9,0.00018
31315,3,0.0,2,6000,11.99,0.06,0,4,0.00026041666666666666
38086,3,1.0,3,3000,11.99,0.21,0,4,0.0015277777777777779
11394,0,11.0,5,24000,7.49,0.32,0,11,0.0005733333333333334
48664,3,1.0,0,2500,5.42,0.15,0,4,0.0013671875
53006,3,1.0,5,4800,9.99,0.07,0,3,0.00032
25634,0,6.0,5,6000,6.62,0.13,0,2,0.0004888888888888889
57978,2,5.0,2,3600,6.54,0.05,0,16,0.0006571428571428571
520,0,6.0,0,15000,10.59,0.33,0,4,0.00046666666666666666
30724,2,8.0,2,7400,14.75,0.12,0,2,0.0004
52568,3,6.0,2,12000,7.9,0.22,0,10,0.0004909090909090909
38786,3,7.0,0,18000,11.71,0.21,0,4,0.00028235294117647056
25770,3,3.0,4,10000,5.99,0.28,0,9,0.0008333333333333334
39332,2,3.0,3,7200,12.69,0.12,0,8,0.0005
56563,0,10.0,2,5000,7.9,0.11,0,4,0.0005531914893617022
17441,3,8.0,1,3000,11.83,0.04,0,3,0.00032
25693,3,3.0,5,8000,8.88,0.3,0,2,0.0007954545454545455
21222,3,0.0,5,7500,13.79,0.16,0,2,0.0005
34014,3,5.0,5,14000,10.99,0.2,0,2,0.00032857142857142856
40483,2,0.0,1,6000,12.86,0.25,1,4,0.001
34329,3,10.0,4,12000,8.49,0.16,0,4,0.00034666666666666667
45623,3,0.0,5,6000,8.94,0.2,0,9,0.0009333333333333333
48881,2,5.0,4,11000,13.11,0.19,1,3,0.00038596491228070175
52422,3,9.0,1,3000,11.71,0.04,0,2,0.0003125
1599,0,8.0,4,3000,11.48,0.05,0,15,0.0006333333333333333
21660,3,0.0,5,12000,7.51,0.3,0,4,0.00065
4474,3,4.0,0,3000,10.71,0.04,0,16,0.0004919093851132686
11164,0,3.0,2,7000,13.43,0.06,1,5,0.00024545454545454545
1203,0,15.0,4,4000,7.88,0.03,0,8,0.00025833333333333334
45083,3,2.0,4,6000,12.23,0.12,0,10,0.0005576923076923077
20014,0,6.0,5,12000,10.99,0.11,0,4,0.0002095238095238095
45659,3,5.0,3,6500,7.88,0.18,0,3,0.0006315789473684211
52183,3,10.0,0,7000,16.82,0.16,0,9,0.0006818181818181819
16421,3,0.0,3,13000,13.57,0.4,0,6,0.0008484848484848485
36068,3,4.0,1,9000,14.27,0.23,1,2,0.00055
46141,3,4.0,1,5000,7.29,0.08,0,3,0.00038333333333333334
19235,2,11.0,5,6000,7.49,0.09,0,5,0.00040579710144927536
17695,0,12.0,5,4800,7.74,0.04,0,9,0.00025454545454545456
743,0,14.0,0,5100,11.12,0.09,0,5,0.0005
25272,3,5.0,5,8000,7.14,0.13,0,6,0.00045
33102,3,3.0,0,4800,14.65,0.17,0,4,0.0008361204013377926
23984,0,0.0,0,15000,14.26,0.15,1,16,0.00042
26801,0,7.0,1,10000,7.74,0.2,0,17,0.00096
24431,3,2.0,1,4000,7.49,0.11,0,2,0.0006111111111111111
27514,0,11.0,5,3000,11.49,0.03,0,16,0.00042
1703,3,1.0,1,5500,7.88,0.14,0,4,0.000575
17174,3,2.0,0,10000,7.49,0.29,0,8,0.0008571428571428571
49755,0,2.0,3,10000,11.86,0.07,0,3,0.00017692307692307693
55752,3,1.0,0,9750,18.62,0.41,0,2,0.00096
21759,3,0.0,1,3000,9.91,0.12,0,2,0.00088
42032,0,6.0,5,24000,9.88,0.17,0,10,0.00022142857142857142
21213,3,3.0,2,6000,15.05,0.06,1,11,0.00046875
29569,3,6.0,1,7000,10.74,0.16,0,2,0.0005777777777777778
50175,0,6.0,1,3100,14.35,0.07,0,10,0.0006511627906976744
37996,3,0.0,5,5000,11.71,0.15,0,2,0.000696969696969697
48245,3,11.0,3,7000,7.51,0.11,0,13,0.0007076923076923077
15608,0,5.0,2,4000,7.51,0.07,0,3,0.0004166666666666667
49211,3,1.0,2,5000,7.51,0.04,0,8,0.00027826086956521737
5960,0,9.0,1,13000,7.88,0.16,0,2,0.0003125
57448,3,11.0,4,15000,14.84,0.21,0,13,0.0006142857142857142
22348,0,7.0,5,12000,11.86,0.13,0,7,0.0003111111111111111
46431,3,9.0,4,8000,9.99,0.11,0,4,0.00035714285714285714
53897,0,5.0,1,5000,7.9,0.1,0,5,0.00064
21551,3,5.0,4,10750,5.79,0.27,0,2,0.000575
11156,3,1.0,4,6000,9.63,0.17,0,6,0.0008055555555555556
32802,3,7.0,3,1000,10.75,0.03,0,8,0.0009666666666666667
42669,0,0.0,0,10000,15.28,0.12,0,4,0.000252999855428654
50752,0,9.0,2,12000,11.99,0.17,0,2,0.00036231884057971015
44298,0,12.0,0,4000,7.14,0.06,0,8,0.00040579710144927536
45274,0,6.0,4,7000,7.49,0.11,0,4,0.00033846153846153846
8746,0,10.0,5,6700,5.99,0.14,0,11,0.0008333333333333334
49643,3,5.0,3,7200,6.62,0.11,0,4,0.0003431372549019608
3168,0,8.0,0,5000,10.99,0.07,0,4,0.0003333333333333333
48356,0,7.0,5,3000,5.99,0.05,0,2,0.00038333333333333334
50697,3,7.0,5,4400,16.49,0.08,0,5,0.0006315064298836497
49768,3,9.0,3,6000,15.28,0.06,1,2,0.0002602811035918792
49672,0,1.0,5,12000,9.63,0.24,0,12,0.00076
2123,0,4.0,1,15000,12.42,0.38,0,2,0.0006
6224,0,3.0,3,10200,11.99,0.16,0,4,0.00035384615384615386
6614,3,3.0,5,2000,13.47,0.06,1,4,0.0006790123456790123
23640,3,6.0,1,6000,11.49,0.13,0,4,0.0004888888888888889
35424,3,0.0,4,10000,6.92,0.29,0,7,0.0008235294117647059
10978,3,7.0,0,4800,12.61,0.12,1,2,0.0005392156862745098
32961,3,2.0,1,5000,9.63,0.14,0,14,0.0011141583818992115
23704,0,6.0,3,15600,7.9,0.17,0,10,0.0003111111111111111
42140,0,10.0,4,12000,7.51,0.2,0,3,0.0004166666666666667
50417,0,4.0,0,5800,7.88,0.16,0,2,0.0005833333333333334
47829,0,6.0,1,5000,9.99,0.05,0,4,0.00023504273504273504
5269,3,5.0,1,5000,7.9,0.08,0,13,0.0006666666666666666
19,0,3.0,0,4800,12.73,0.07,1,8,0.00041538461538461537
53412,3,6.0,1,14000,12.87,0.48,1,4,0.000746471226927253
21018,3,8.0,1,8000,8.49,0.15,0,2,0.00043636363636363637
2455,3,8.0,0,8000,10.65,0.19,0,4,0.0005714285714285715
30247,0,1.0,4,9600,6.03,0.13,0,10,0.0005432757978393145
52973,0,5.0,4,16000,7.14,0.19,0,8,0.0004125
1591,2,13.0,3,12250,8.88,0.42,0,10,0.0009666666666666667
52607,0,3.0,5,15000,10.99,0.21,0,4,0.00032857142857142856
55557,2,1.0,5,5000,10.46,0.25,0,5,0.00135
2521,3,4.0,5,7000,6.92,0.09,0,2,0.0003333333333333333
24747,3,11.0,1,9600,14.83,0.19,0,22,0.00128
4092,0,5.0,0,4000,7.4,0.1,0,4,0.0005952380952380953
47751,3,1.0,2,8000,11.11,0.25,0,3,0.0008024691358024691
51051,0,5.0,4,9000,6.03,0.36,0,3,0.00084
6447,3,0.0,3,9000,8.9,0.23,0,9,0.000775
38437,3,0.0,0,7000,13.99,0.26,0,3,0.00075
20048,3,0.0,0,1600,12.23,0.05,0,14,0.0010845006778129236
51410,3,3.0,3,8000,6.99,0.28,0,7,0.0011111111111111111
56977,0,6.0,1,25000,10.75,0.26,0,4,0.00023469387755102041
41688,3,3.0,0,10000,10.99,0.31,0,2,0.0008125
9935,0,1.0,4,10400,13.06,0.18,1,9,0.0005172413793103448
53159,3,1.0,1,12000,13.49,0.29,0,3,0.0005365853658536586
48076,3,3.0,1,5000,10.65,0.14,0,3,0.0006857142857142857
2919,3,3.0,1,4000,18.79,0.11,1,5,0.0009722222222222222
911,3,0.0,4,4500,14.61,0.11,1,5,0.0006428571428571428
1370,0,19.0,5,12000,12.61,0.13,0,13,0.00044444444444444447
1526,0,6.0,1,24000,16.35,0.4,0,4,0.0004304635761589404
14039,0,6.0,0,12000,12.42,0.17,0,3,0.00037142857142857143
3945,3,4.0,0,4800,12.61,0.13,0,8,0.0007777777777777777
46995,3,3.0,4,3000,11.49,0.1,0,3,0.0007333333333333333
49026,0,3.0,1,8000,13.47,0.13,0,2,0.0004
25148,2,5.0,5,5000,12.69,0.1,0,2,0.00046
2299,0,7.0,1,7750,8.49,0.09,0,3,0.0002705882352941176
43415,0,8.0,2,35000,12.18,0.36,0,4,0.00025
10543,3,16.0,3,15000,14.96,0.15,0,7,0.0003171582619727244
34255,3,0.0,2,2000,19.42,0.05,1,9,0.0006590909090909091
14340,3,0.0,4,12000,7.49,0.15,0,17,0.0004624768761561922
4822,0,3.0,3,3000,6.76,0.04,0,8,0.00042857142857142855
45620,3,3.0,5,10000,10.37,0.15,0,3,0.00035384615384615386
2410,2,0.0,4,3000,7.29,0.1,0,3,0.0007333333333333333
34088,3,4.0,4,25000,10.99,0.26,0,8,0.00037777777777777777
23366,3,6.0,5,12000,8.9,0.23,0,6,0.0005384615384615384
17271,3,0.0,0,10000,13.49,0.24,0,8,0.0006428571428571428
3388,3,0.0,2,5000,7.49,0.06,0,9,0.00041176470588235296
50422,3,3.0,1,5000,10.39,0.13,0,3,0.0005526315789473684
35367,3,4.0,3,6000,11.86,0.12,0,6,0.0006
36772,0,11.0,5,6000,7.14,0.09,0,5,0.00046153846153846153
13510,0,4.0,4,11000,5.99,0.16,0,6,0.0005
37310,3,1.0,4,10000,10.59,0.18,0,2,0.0004181818181818182
23393,0,12.0,2,4800,5.42,0.14,0,8,0.0008
42627,0,4.0,3,5225,16.77,0.18,0,3,0.0008274720728175424
41864,0,1.0,5,4000,7.43,0.06,0,10,0.00047692307692307693
19079,0,5.0,5,20000,10.25,0.2,0,2,0.00025
35204,3,4.0,3,14000,13.49,0.23,0,4,0.0004333333333333333
1975,3,0.0,0,6000,11.14,0.19,0,3,0.00078125
2108,3,7.0,0,12000,10.65,0.2,0,6,0.00046666666666666666
23962,3,1.0,1,11000,10.99,0.3,0,7,0.0007297297297297297
5888,3,0.0,1,1000,10.95,0.04,0,4,0.0009583333333333333
47910,0,3.0,0,24000,15.62,0.18,1,8,0.0002230769230769231
48806,0,0.0,4,5000,7.51,0.08,0,9,0.00046666666666666666
48859,3,3.0,0,3000,17.27,0.09,0,4,0.0006666666666666666
11113,3,1.0,1,6000,7.51,0.2,0,3,0.0008333333333333334
44507,0,2.0,4,10000,10.36,0.2,0,15,0.0007780507780507781
3702,3,6.0,1,10000,12.69,0.23,0,3,0.0005
15804,0,12.0,5,12000,7.51,0.11,0,7,0.0002666666666666667
8397,0,1.0,5,15000,16.29,0.15,0,3,0.00022867369258301848
17734,3,11.0,3,1200,11.11,0.03,0,10,0.0006666666666666666
46203,3,2.0,1,4000,16.0,0.1,1,12,0.0008809523809523809
18973,0,12.0,4,18000,9.76,0.13,0,6,0.0002
37376,3,1.0,4,5000,12.53,0.15,0,11,0.0013235294117647058
36222,3,2.0,1,6000,11.48,0.08,0,4,0.00034666666666666667
7563,3,3.0,0,10000,7.51,0.26,0,6,0.0008421052631578948
27874,0,3.0,3,17000,11.14,0.2,0,3,0.00030715811965811965
1331,3,0.0,2,8000,12.69,0.07,0,10,0.00024347826086956522
55119,0,9.0,5,5000,7.14,0.1,0,2,0.0005
13616,2,9.0,2,3000,8.9,0.05,0,7,0.0005172413793103448
14485,0,5.0,4,5000,8.0,0.11,0,10,0.0006382978723404255
14237,3,2.0,3,18000,13.85,0.28,1,15,0.0005538461538461539
15523,0,6.0,4,12000,13.11,0.22,0,3,0.0004
58260,0,7.0,1,6000,10.99,0.09,0,8,0.00041538461538461537
147,0,3.0,1,4000,6.92,0.06,0,13,0.0006349206349206349
3086,0,5.0,5,7000,10.99,0.19,0,4,0.0005675675675675675
54335,3,4.0,4,8000,10.37,0.1,0,6,0.0004230769230769231
53753,3,2.0,0,6000,12.53,0.12,0,4,0.0004423076923076923
43168,3,0.0,5,10000,13.22,0.2,1,10,0.00054
49242,0,9.0,3,8000,7.14,0.1,0,7,0.0003875
53187,0,7.0,1,20000,6.54,0.24,0,3,0.0002705882352941176
39067,0,2.0,5,13800,12.42,0.27,0,2,0.00044573643410852714
51090,0,14.0,1,12000,7.49,0.09,0,12,0.00034615384615384613
53043,3,0.0,3,10000,13.22,0.23,0,2,0.0005116279069767442
9134,0,3.0,1,5500,5.79,0.08,0,2,0.0004
5203,3,2.0,5,7000,7.9,0.19,0,7,0.0009459459459459459
11599,3,7.0,1,15000,13.43,0.21,0,8,0.0004714285714285714
35748,3,2.0,0,10000,10.65,0.22,0,4,0.0005777777777777778
35664,0,13.0,4,8000,10.38,0.16,0,6,0.00058
45521,3,1.0,1,5000,14.27,0.07,1,4,0.00031428571428571427
54030,0,10.0,2,15000,9.83,0.25,0,4,0.0004333333333333333
27280,0,10.0,0,10000,10.65,0.14,0,4,0.00037142857142857143
7747,2,7.0,4,6000,5.79,0.12,0,4,0.0004553734061930783
52321,0,9.0,5,4500,11.83,0.08,0,8,0.0005087719298245614
